ProductNo,category,sub_category,product,brand,market_price,rating
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Srushti Gold,,3.1
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,4.5
,Beauty & Hygiene,Bath & Hand Wash,,Dettol,,4.2
,Beauty & Hygiene,Men's Grooming,,Nivea Men,,3.9
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Pasabahce,,5
,Beverages,Tea,,ORGANIC INDIA,,4.1
,Gourmet & World Food,"Sauces, Spreads & Dips",,Ongs,,4.6
,Cleaning & Household,All Purpose Cleaners,,Dr. Beckmann,,
,Beauty & Hygiene,Skin Care,,Organic Harvest,,4.2
,Cleaning & Household,Fresheners & Repellents,,Hi-Fresh,,4.5
,Gourmet & World Food,Drinks & Beverages,,Karma Kettle,,
,Snacks & Branded Foods,Pickles & Chutney,,Bhuira,,5
,Beauty & Hygiene,Skin Care,,It's Skin,,4
,Beauty & Hygiene,Skin Care,,INATUR ,,
,Beauty & Hygiene,Skin Care,,BodyHerbals,,3.3
,"Kitchen, Garden & Pets",Kitchen Accessories,,IRICH,,
,Gourmet & World Food,Chocolates & Biscuits,,Loacker,,3.4
,"Foodgrains, Oil & Masala",Organic Staples,,24 Mantra,,4.1
,Gourmet & World Food,"Sauces, Spreads & Dips",,Kikkoman,,5
,"Kitchen, Garden & Pets",Steel Utensils,,Joyo Steel,,3
,Beverages,Energy & Soft Drinks,,Coca-Cola,,4.2
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,3.5
,Cleaning & Household,All Purpose Cleaners,,Poo-Pourri,,
,Cleaning & Household,Fresheners & Repellents,,Good knight,,4.2
,Gourmet & World Food,Oils & Vinegar,,American Garden ,,4.3
,Snacks & Branded Foods,Ready To Cook & Eat,,Mambalam Iyers,,3.5
,Snacks & Branded Foods,Snacks & Namkeen,,RiteBite Max Protein,,4
,Beauty & Hygiene,Health & Medicine,,Puma,,3
,Beauty & Hygiene,Skin Care,,BIOTIQUE,,4.3
,"Eggs, Meat & Fish",Mutton & Lamb,,bb Combo,,
,Gourmet & World Food,Cooking & Baking Needs,,Pantai,,4.6
,Beverages,Tea,,VAHDAM,,
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Tasties,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Pedigree,,4.2
,Beauty & Hygiene,Bath & Hand Wash,,Yardley London,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Safe Harvest,,4.1
,"Kitchen, Garden & Pets",Storage & Accessories,,Pearlpet,,4.4
,Beauty & Hygiene,Fragrances & Deos,,Royal Mirage,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,4.5
,Gourmet & World Food,Cooking & Baking Needs,,Purix,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Temptations,,3.9
,Beauty & Hygiene,Bath & Hand Wash,,Godrej Protekt,,4.4
,Beauty & Hygiene,Skin Care,,Satinance,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Keya,,4.5
,Snacks & Branded Foods,Breakfast Cereals,,Bagrrys,,4.2
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Wahl,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Hakim,,3.9
,Beauty & Hygiene,Bath & Hand Wash,,Godrej Protekt,,4.4
,Beverages,"Health Drink, Supplement",,Glucon-D,,4.3
,Beverages,Fruit Juices & Drinks,,Glucon-D,,3.6
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Combo,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Fazlani Foods,,1
,Snacks & Branded Foods,Chocolates & Candies,,Nestle ,,4.3
,Beauty & Hygiene,Skin Care,,Olay,,3.9
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,4.7
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Pillsbury,,4.1
,Gourmet & World Food,Cooking & Baking Needs,,Earthon,,
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,2.6
,"Kitchen, Garden & Pets",Crockery & Cutlery,,BB Home,,4.3
,Beauty & Hygiene,Fragrances & Deos,,United Colors Of Benetton ,,
,Cleaning & Household,Bins & Bathroom Ware,,Princeware,,3.4
,Beauty & Hygiene,Health & Medicine,,Skore,,4
,Beauty & Hygiene,Health & Medicine,,Herbal Hills,,
,"Bakery, Cakes & Dairy",Dairy,,iD,,3.8
,Beauty & Hygiene,Hair Care,,Palmolive,,3.8
,Cleaning & Household,All Purpose Cleaners,,Cif,,4
,Beauty & Hygiene,Bath & Hand Wash,,50ap,,
,Beauty & Hygiene,Hair Care,,Loreal Paris,,4.4
,Gourmet & World Food,Drinks & Beverages,,Chai Point,,
,Beauty & Hygiene,Fragrances & Deos,,Mercedes-Benz,,
,"Kitchen, Garden & Pets",Bakeware,,DP,,4.8
,Baby Care,Diapers & Wipes,,Baby Dove,,4.3
,Gourmet & World Food,Dairy & Cheese,,London Dairy,,
,Cleaning & Household,Bins & Bathroom Ware,,Ratan,,4.4
,"Kitchen, Garden & Pets",Kitchen Accessories,,Anjali,,4.4
,Snacks & Branded Foods,Breakfast Cereals,,Kelloggs,,4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,
,"Kitchen, Garden & Pets",Storage & Accessories,,BB Home,,
,Snacks & Branded Foods,Snacks & Namkeen,,FruitTreat,,
,Cleaning & Household,Detergents & Dishwash,,Vanish,,4.3
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,5
,Cleaning & Household,"Mops, Brushes & Scrubs",,Magix,,4
,Gourmet & World Food,Cooking & Baking Needs,,On1y,,4.8
,Beverages,Energy & Soft Drinks,,Barbican ,,2
,Beauty & Hygiene,Men's Grooming,,Embark,,3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Easy life,,
,"Foodgrains, Oil & Masala",Rice & Rice Products,,Kohinoor,,3.9
,Cleaning & Household,Stationery,,Luxor,,2.5
,Beauty & Hygiene,Men's Grooming,,Nivea Men,,4.4
,Cleaning & Household,Stationery,,Natraj,,4.1
,Beauty & Hygiene,Skin Care,,Kaya Youth,,5
,Beauty & Hygiene,Skin Care,,StBotanica,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Tedemei,,3.6
,"Eggs, Meat & Fish",Fish & Seafood,,Golden Prize,,
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,Beauty & Hygiene,Health & Medicine,,Dabur,,
,Snacks & Branded Foods,Biscuits & Cookies,,Unibic,,
,Gourmet & World Food,Chocolates & Biscuits,,Lindberg,,
,"Bakery, Cakes & Dairy",Cakes & Pastries,,Britannia,,4.1
,Gourmet & World Food,Drinks & Beverages,,Sancha,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Just A Minute,,
,Beauty & Hygiene,Men's Grooming,,Fogg ,,3.7
,Beauty & Hygiene,Hair Care,,Ancient Living,,3
,Beauty & Hygiene,Fragrances & Deos,,Guess,,3
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,3.5
,Cleaning & Household,Fresheners & Repellents,,Good knight,,2
,Baby Care,Baby Bath & Hygiene,,Mamaearth,,2.5
,Gourmet & World Food,"Sauces, Spreads & Dips",,Wingreens Farms,,3.9
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4
,"Kitchen, Garden & Pets",Steel Utensils,,Joyo Steel,,3.9
,Beauty & Hygiene,Skin Care,,Soulflower,,5
,Beverages,Coffee,,Phalada Pure & Sure,,3.9
,Beauty & Hygiene,Health & Medicine,,Durex,,4
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,
,Cleaning & Household,Pooja Needs,,Shubhkart,,4
,Snacks & Branded Foods,Chocolates & Candies,,Mentos,,4.3
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Lovely Bake Studio,,4.3
,"Bakery, Cakes & Dairy",Dairy,,THIRUMALA,,
,"Kitchen, Garden & Pets",Kitchen Accessories,,HAZEL,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Duracell,,4.3
,Cleaning & Household,All Purpose Cleaners,,Godrej Protekt,,
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.3
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Everest,,4.3
,Beauty & Hygiene,Bath & Hand Wash,,Bombay Shaving Company,,4
,Beauty & Hygiene,Men's Grooming,,Uncle Tony,,
,"Bakery, Cakes & Dairy",Ice Creams & Desserts,,kwality walls,,3.4
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Animology,,
,"Bakery, Cakes & Dairy",Cakes & Pastries,,Fresho Signature,,3.9
,Snacks & Branded Foods,Snacks & Namkeen,,Too Yumm!,,4.2
,Cleaning & Household,Stationery,,Goodluck,,4
,Baby Care,Baby Bath & Hygiene,,Johnson's baby,,4.3
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,3
,Beverages,Coffee,,Continental,,4
,Snacks & Branded Foods,Snacks & Namkeen,,ACT II,,4.1
,Gourmet & World Food,Cooking & Baking Needs,,Duncan Hines,,
,Cleaning & Household,"Mops, Brushes & Scrubs",,Magix,,5
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,ella Spices,,
,Beauty & Hygiene,Skin Care,,Nutrinorm,,
,Beauty & Hygiene,Fragrances & Deos,,Maxi,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,FabBox,,4
,Beauty & Hygiene,Skin Care,,Moti's,,5
,Snacks & Branded Foods,Ready To Cook & Eat,,Ching'S Secret,,
,Beauty & Hygiene,Men's Grooming,,Old Spice,,4.4
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Beauty & Hygiene,Fragrances & Deos,,Tabac,,3.7
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Wai Wai,,4
,"Kitchen, Garden & Pets",Steel Utensils,,Frestol,,2.5
,Beauty & Hygiene,Bath & Hand Wash,,ZM LABS,,3.8
,"Bakery, Cakes & Dairy",Breads & Buns,,The Baker's Dozen,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,NUTRIWISH,,3.8
,Beauty & Hygiene,Skin Care,,Charmis,,4.3
,Beverages,Energy & Soft Drinks,,Sunfeast,,4.7
,Beverages,Fruit Juices & Drinks,,bb Combo,,
,Baby Care,Baby Bath & Hygiene,,Johnson's baby,,4.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,LaOpala,,3.8
,Beauty & Hygiene,Men's Grooming,,Nivea Men,,4.2
,Beauty & Hygiene,Skin Care,,Shankara,,
,Beauty & Hygiene,Makeup,,Lakme,,4.5
,Beauty & Hygiene,Bath & Hand Wash,,Khadi Natural,,4.4
,Cleaning & Household,Stationery,,Hm International,,3
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Aashirvaad,,4.1
,Beauty & Hygiene,Fragrances & Deos,,Jaguar,,4.3
,"Kitchen, Garden & Pets",Kitchen Accessories,,NNF,,4.5
,Gourmet & World Food,"Pasta, Soup & Noodles",,Colavita,,3.4
,Beauty & Hygiene,Skin Care,,Aloe Veda,,5
,Beauty & Hygiene,Hair Care,,Aloe Veda,,2
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Purepet,,3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Claycraft,,
,Beauty & Hygiene,Health & Medicine,,Sri Sri Tattva,,
,Beverages,Tea,,ORGANIC INDIA,,4.2
,Beauty & Hygiene,Bath & Hand Wash,,Hygienix,,4.2
,Beauty & Hygiene,Health & Medicine,,Dr. Morepen,,5
,"Kitchen, Garden & Pets",Storage & Accessories,,Princeware,,3.3
,Beauty & Hygiene,Health & Medicine,,Desi Utthana,,
,Beverages,Fruit Juices & Drinks,,Future Organics,,
,Baby Care,Mothers & Maternity,,The Moms Co,,4.5
,Cleaning & Household,Fresheners & Repellents,,Hi-Fresh,,4
,Beauty & Hygiene,Fragrances & Deos,,Ferrari ,,
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4.6
,Cleaning & Household,Stationery,,Hm International,,2
,Beauty & Hygiene,Hair Care,,Himalaya,,4.3
,Beauty & Hygiene,Skin Care,,The Moms Co,,4.5
,Beauty & Hygiene,Men's Grooming,,Playboy,,3.7
,Beauty & Hygiene,Skin Care,,Loreal Paris,,3.3
,Beauty & Hygiene,Men's Grooming,,Fogg ,,4
,Baby Care,Baby Bath & Hygiene,,Mee Mee,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Jawai,,4.1
,Gourmet & World Food,Cereals & Breakfast,,True Elements,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Cello,,
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,4.4
,Beauty & Hygiene,Skin Care,,Nivea,,4.2
,Beauty & Hygiene,Skin Care,,Mamaearth,,4
,Gourmet & World Food,"Sauces, Spreads & Dips",,Sugarless Bliss,,5
,Gourmet & World Food,Chocolates & Biscuits,,Harveys,,3.8
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Alpino,,
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Sunfeast,,4.1
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Artinci,,1
,Beauty & Hygiene,Bath & Hand Wash,,Wild Ideas,,4.2
,Beauty & Hygiene,Men's Grooming,,Yardley London,,4.4
,Cleaning & Household,Detergents & Dishwash,,Tide,,4.3
,Cleaning & Household,All Purpose Cleaners,,Mr Muscle,,4.2
,Cleaning & Household,Fresheners & Repellents,,Aer,,4.3
,Beauty & Hygiene,Skin Care,,Vlcc,,4.3
,Beauty & Hygiene,Fragrances & Deos,,Yardley London,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Happilo,,
,Beauty & Hygiene,Skin Care,,Sri Sri Ayurveda ,,
,Beauty & Hygiene,Men's Grooming,,Man Arden,,2.5
,Gourmet & World Food,"Sauces, Spreads & Dips",,Bachun ,,4
,Snacks & Branded Foods,Chocolates & Candies,,Dukes,,4
,Snacks & Branded Foods,Ready To Cook & Eat,,Atish ,,
,Cleaning & Household,"Disposables, Garbage Bag",,BB Home,,4.2
,Gourmet & World Food,"Sauces, Spreads & Dips",,Sprig,,4.5
,Cleaning & Household,Stationery,,Classmate,,3.5
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,3.9
,Gourmet & World Food,"Sauces, Spreads & Dips",,Urban Platter,,4.2
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Fresho Signature,,
,Beauty & Hygiene,Makeup,,Maybelline New York,,4.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,LaOpala,,2.7
,Cleaning & Household,"Mops, Brushes & Scrubs",,Soft Touch,,3.6
,Cleaning & Household,Pooja Needs,,DP,,
,Beverages,Water,,Himalayan,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,MeraKisan,,4.3
,Gourmet & World Food,"Pasta, Soup & Noodles",,BORGES,,4
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.3
,Beauty & Hygiene,Skin Care,,Mamaearth,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Iyers ,,4.3
,Cleaning & Household,Car & Shoe Care,,Pidilite,,4.2
,Beauty & Hygiene,Skin Care,,Joy,,
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Manna ,,4.1
,Beauty & Hygiene,Skin Care,,RawNature,,4
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Alpino,,2.5
,Snacks & Branded Foods,Breakfast Cereals,,Nestle NesPlus,,4
,Cleaning & Household,Bins & Bathroom Ware,,Princeware,,4
,"Kitchen, Garden & Pets",Storage & Accessories,,Steelo,,3.8
,"Kitchen, Garden & Pets",Storage & Accessories,,Princeware,,3.7
,Gourmet & World Food,Chocolates & Biscuits,,Twister,,4.6
,Beverages,Tea,,VAHDAM,,4.6
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4.1
,"Kitchen, Garden & Pets",Cookware & Non Stick,,HAZEL,,4
,Cleaning & Household,"Mops, Brushes & Scrubs",,Gala,,4.1
,Snacks & Branded Foods,Ready To Cook & Eat,,Ask Foods,,4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Tong Garden,,3.8
,Beauty & Hygiene,Skin Care,,Glamveda,,
,"Kitchen, Garden & Pets",Steel Utensils,,Jensons,,3.7
,Gourmet & World Food,"Sauces, Spreads & Dips",,Sakurafresh,,
,Gourmet & World Food,Chocolates & Biscuits,,Rage,,4
,Snacks & Branded Foods,Chocolates & Candies,,Nestle ,,4.2
,"Kitchen, Garden & Pets",Kitchen Accessories,,Cartini,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,Organic Nation,,3
,Beauty & Hygiene,Fragrances & Deos,,Nautica,,
,Beauty & Hygiene,Health & Medicine,,Kerala Ayurveda,,
,"Foodgrains, Oil & Masala",Dry Fruits,,bb Combo,,
,Beauty & Hygiene,Health & Medicine,,ORGANIC INDIA,,5
,Cleaning & Household,Fresheners & Repellents,,Mortein,,4.2
,"Foodgrains, Oil & Masala",Masalas & Spices,,Everest,,4.1
,Gourmet & World Food,Chocolates & Biscuits,,Bellie,,
,Beauty & Hygiene,Health & Medicine,,Dr. Vaidya's,,
,Gourmet & World Food,Drinks & Beverages,,Ala Fresh,,
,Beauty & Hygiene,Oral Care,,Oral-B,,4.1
,Cleaning & Household,Bins & Bathroom Ware,,Jai Veer,,2
,Beauty & Hygiene,Men's Grooming,,Set Wet,,4.3
,Snacks & Branded Foods,Breakfast Cereals,,Bagrrys,,4.1
,Snacks & Branded Foods,Snacks & Namkeen,,Haldirams ,,4.1
,Beauty & Hygiene,Skin Care,,Vaseline,,4.3
,Gourmet & World Food,Drinks & Beverages,,Sancha,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Saura,,
,Beverages,Energy & Soft Drinks,,Mirinda,,4.2
,Cleaning & Household,All Purpose Cleaners,,Nimyle,,
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Parle,,4.1
,Beauty & Hygiene,Oral Care,,Pepsodent,,4.3
,Gourmet & World Food,Cooking & Baking Needs,,Cafe Junyali,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Treo,,4.2
,Snacks & Branded Foods,Breakfast Cereals,,bb Royal,,
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Malkist,,4.3
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,
,"Kitchen, Garden & Pets",Storage & Accessories,,BB Home,,
,"Kitchen, Garden & Pets",Steel Utensils,,NanoNine,,2.3
,Beauty & Hygiene,Bath & Hand Wash,,Aloe Veda,,3.9
,Beverages,Tea,,Teamonk,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Chings,,4.2
,Beauty & Hygiene,Men's Grooming,,Gillette,,4
,Beauty & Hygiene,Men's Grooming,,Vi-john,,4.5
,Beverages,Energy & Soft Drinks,,Dhishoom,,4.2
,"Foodgrains, Oil & Masala",Organic Staples,,Phalada Pure & Sure,,4.3
,Gourmet & World Food,Oils & Vinegar,,BORGES,,3.4
,Gourmet & World Food,Dairy & Cheese,,Epigamia ,,3.9
,Gourmet & World Food,"Sauces, Spreads & Dips",,Habanero,,
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Meatzza,,
,Cleaning & Household,Fresheners & Repellents,,Soulflower,,
,"Foodgrains, Oil & Masala",Dry Fruits,,bb Royal,,4.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Wingreens Farms,,4.3
,"Kitchen, Garden & Pets",Storage & Accessories,,Steelo,,4.1
,Beauty & Hygiene,Hair Care,,Kaiv,,4
,Gourmet & World Food,Cooking & Baking Needs,,Japanese Choice,,3
,Beauty & Hygiene,Fragrances & Deos,,Engage,,
,Beauty & Hygiene,Bath & Hand Wash,,Wild Ideas,,3.9
,Beauty & Hygiene,Fragrances & Deos,,Spinz,,4.1
,Gourmet & World Food,Chocolates & Biscuits,,Ketofy,,3.5
,Beauty & Hygiene,Men's Grooming,,Kamasutra,,3.9
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Yummiez,,
,Gourmet & World Food,Drinks & Beverages,,Bruvet,,
,Gourmet & World Food,Drinks & Beverages,,Beanies,,
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,2.7
,Beauty & Hygiene,Oral Care,,Aquawhite,,4.2
,"Kitchen, Garden & Pets",Storage & Accessories,,Hot Muggs,,
,Beauty & Hygiene,Hair Care,,Godrej Expert,,4.2
,Gourmet & World Food,"Pasta, Soup & Noodles",,Meishi,,4.6
,Beverages,Tea,,Twinings,,4.6
,Beauty & Hygiene,Health & Medicine,,Bixa Botanical,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Syska,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,MTR,,4.1
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Mr. Gold,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4
,Beauty & Hygiene,Skin Care,,Himalaya,,4.3
,Beverages,Tea,,Dabur,,4.4
,Cleaning & Household,Fresheners & Repellents,,Maxo,,4
,Beauty & Hygiene,Fragrances & Deos,,Engage,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Annapoorna,,3.5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Terra,,3
,Gourmet & World Food,Dairy & Cheese,,Kodai Cheese,,
,Gourmet & World Food,Cooking & Baking Needs,,Graminway,,4.3
,Beauty & Hygiene,Oral Care,,Pepsodent,,4.3
,Beauty & Hygiene,Bath & Hand Wash,,BodyHerbals,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,BP Bharat,,2.5
,Beauty & Hygiene,Skin Care,,RawNature,,1
,Beauty & Hygiene,Hair Care,,Revlon,,3.8
,Snacks & Branded Foods,Indian Mithai,,Patanjali,,3.9
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Future Organics,,3.5
,Gourmet & World Food,"Sauces, Spreads & Dips",,Bhuira,,4
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,ALF-FARMS,,
,Beauty & Hygiene,Fragrances & Deos,,Armaf,,5
,"Kitchen, Garden & Pets",Flask & Casserole,,Milton,,4
,Beauty & Hygiene,Bath & Hand Wash,,KeepSafe by Marico,,4.4
,Gourmet & World Food,Tinned & Processed Food,,Habit,,
,Cleaning & Household,Fresheners & Repellents,,RED LINE,,
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,HappyChef,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4.2
,Beauty & Hygiene,Fragrances & Deos,,Ulric De Varens,,
,"Kitchen, Garden & Pets",Gardening,,Natures Plus,,4.4
,Cleaning & Household,All Purpose Cleaners,,Domex,,4.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Bonne Maman,,3.2
,Cleaning & Household,Detergents & Dishwash,,Pril,,4.2
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,3.7
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Aaha Oho,,
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Keya,,4.3
,Beauty & Hygiene,Skin Care,,Nivea Men,,4.1
,Gourmet & World Food,Oils & Vinegar,,Oleiva Gold,,4.3
,Gourmet & World Food,Cooking & Baking Needs,,Fresh Ground,,4
,Beverages,Fruit Juices & Drinks,,Kapiva Ayurveda,,
,Beauty & Hygiene,Skin Care,,Himalaya Men,,4.2
,Beauty & Hygiene,Fragrances & Deos,,USTRAA,,
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4
,Beauty & Hygiene,Fragrances & Deos,,Police,,
,Beverages,Energy & Soft Drinks,,bb Combo,,
,Beverages,Tea,,Eco Valley ,,3.9
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Craftel,,4.3
,Cleaning & Household,Bins & Bathroom Ware,,Princeware,,4.5
,Snacks & Branded Foods,Chocolates & Candies,,Cadbury Gems,,4.2
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Prestige,,3.4
,Gourmet & World Food,Chocolates & Biscuits,,Lindberg,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Catch,,3.6
,"Foodgrains, Oil & Masala",Masalas & Spices,,Badshah,,3.8
,"Kitchen, Garden & Pets",Storage & Accessories,,Cello,,3.5
,Beauty & Hygiene,Hair Care,,Himalaya,,4.2
,"Foodgrains, Oil & Masala",Masalas & Spices,,Keya,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,Snapin,,4.1
,Gourmet & World Food,"Sauces, Spreads & Dips",,The B Queen Co,,
,Cleaning & Household,Bins & Bathroom Ware,,Ratan,,3.8
,Snacks & Branded Foods,Pickles & Chutney,,Sukrit,,3.9
,"Kitchen, Garden & Pets",Storage & Accessories,,Cello,,2.5
,Cleaning & Household,All Purpose Cleaners,,Godrej Protekt,,4
,Gourmet & World Food,Tinned & Processed Food,,Hugo Reitzel ,,4.4
,Beauty & Hygiene,Skin Care,,BIOTIQUE,,
,Cleaning & Household,"Mops, Brushes & Scrubs",,Gebi ,,3.9
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Veeba,,4.3
,Snacks & Branded Foods,Breakfast Cereals,,bb Combo,,
,Beauty & Hygiene,Skin Care,,Faces,,1
,Beauty & Hygiene,Bath & Hand Wash,,Fiama,,4.4
,Cleaning & Household,Party & Festive Needs,,Boing,,3.6
,Beverages,"Health Drink, Supplement",,Kapiva Ayurveda,,5
,Beauty & Hygiene,Health & Medicine,,T BASE,,3.4
,Cleaning & Household,"Mops, Brushes & Scrubs",,DP,,
,Beauty & Hygiene,Fragrances & Deos,,Revlon,,1
,Beauty & Hygiene,Men's Grooming,,Vi-john,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Cello,,5
,Cleaning & Household,Fresheners & Repellents,,Odonil ,,4.2
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Yummiez,,
,Beauty & Hygiene,Oral Care,,Oral-B,,4.2
,"Kitchen, Garden & Pets",Storage & Accessories,,Yellow Spark,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,SnackAmor,,
,Cleaning & Household,Fresheners & Repellents,,Good knight,,4
,Snacks & Branded Foods,Snacks & Namkeen,,Doritos,,4.2
,Cleaning & Household,"Mops, Brushes & Scrubs",,SHAMROCK,,4.2
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Fruits & Vegetables,Organic Fruits & Vegetables,,Fresho,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Fackelmann,,
,"Kitchen, Garden & Pets",Storage & Accessories,,BB Home,,
,"Bakery, Cakes & Dairy",Dairy,,RRO DAIRY,,
,Cleaning & Household,Bins & Bathroom Ware,,Ratan,,4.4
,Snacks & Branded Foods,Chocolates & Candies,,Happydent ,,4.2
,Beauty & Hygiene,Hair Care,,Meera,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,Keya,,4.1
,Gourmet & World Food,Dairy & Cheese,,THE BROOKLYN CREAMERY,,
