ProductNo,category,sub_category,product,brand,market_price,rating
,Beauty & Hygiene,Fragrances & Deos,,Park avenue,,3.9
,Beauty & Hygiene,Feminine Hygiene,,Comfy Snug Fit,,4.1
,Beauty & Hygiene,Feminine Hygiene,,Peebuddy,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Veeba,,4.1
,Beauty & Hygiene,Men's Grooming,,Wild Stone,,3.7
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,By Nature,,
,Beauty & Hygiene,Health & Medicine,,Seni,,
,Beauty & Hygiene,Skin Care,,Fem,,4.2
,Beauty & Hygiene,Fragrances & Deos,,Enchanteur,,4
,"Foodgrains, Oil & Masala",Dry Fruits,,bb Royal,,
,Beauty & Hygiene,Fragrances & Deos,,Nike,,
,Gourmet & World Food,Drinks & Beverages,,D-Alive,,2.8
,Snacks & Branded Foods,Ready To Cook & Eat,,Organic Tattva,,4
,Snacks & Branded Foods,Biscuits & Cookies,,Unibic,,4.2
,Beauty & Hygiene,Health & Medicine,,Kerala Ayurveda,,
,"Bakery, Cakes & Dairy",Bakery Snacks,,The Baker's Dozen,,2.8
,Gourmet & World Food,"Sauces, Spreads & Dips",,Dhatu Organics & Naturals,,4.8
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Wonderchef,,3.2
,Beverages,Fruit Juices & Drinks,,Tang,,4.4
,Snacks & Branded Foods,Ready To Cook & Eat,,Knorr,,4.3
,"Kitchen, Garden & Pets",Storage & Accessories,,Yellow Spark,,5
,Gourmet & World Food,Cooking & Baking Needs,,Kokos Natural,,4.8
,Baby Care,Baby Bath & Hygiene,,Aveeno,,5
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Ching'S Secret,,4.2
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Kitchen Essentials,,3.6
,"Kitchen, Garden & Pets",Storage & Accessories,,Flair,,
,Gourmet & World Food,Drinks & Beverages,,Sancha,,
,Gourmet & World Food,Drinks & Beverages,,Kopiko,,
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Tannys,,
,Gourmet & World Food,Drinks & Beverages,,TGL Co.,,
,Beauty & Hygiene,Bath & Hand Wash,,50 Ap ,,3.4
,Beauty & Hygiene,Hair Care,,Fizzy Fern,,3.3
,Beauty & Hygiene,Bath & Hand Wash,,Pears,,4.3
,Baby Care,Diapers & Wipes,,Huggies,,
,Cleaning & Household,All Purpose Cleaners,,BB Home,,3.8
,Beauty & Hygiene,Oral Care,,Colgate,,
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Anveshan,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Laopala Diva,,
,Beauty & Hygiene,Hair Care,,Matrix,,3
,"Kitchen, Garden & Pets",Steel Utensils,,Joyo Steel,,3
,Beauty & Hygiene,Men's Grooming,,Brut,,
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Beverages,Coffee,,Cothas Coffee,,4.1
,Beauty & Hygiene,Skin Care,,Banjara's,,5
,Beauty & Hygiene,Men's Grooming,,Nivea Men,,4.5
,Beauty & Hygiene,Skin Care,,Mamaearth,,4.1
,Gourmet & World Food,Dairy & Cheese,,London Dairy,,
,Cleaning & Household,Detergents & Dishwash,,Henko,,4.3
,Cleaning & Household,Fresheners & Repellents,,Ultra,,4.2
,Cleaning & Household,All Purpose Cleaners,,Mr Muscle,,4.2
,Baby Care,Feeding & Nursing,,Poop-cee,,4.1
,Beauty & Hygiene,Health & Medicine,,Meghdoot,,
,Beauty & Hygiene,Oral Care,,Dentoshine  ,,5
,"Foodgrains, Oil & Masala",Organic Staples,,Pro Nature,,4.4
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Kissan,,4.3
,Gourmet & World Food,Chocolates & Biscuits,,Hershey's Kisses,,2
,Beauty & Hygiene,Oral Care,,Dabur Red,,4.3
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Nutty Yogi,,3.8
,Cleaning & Household,"Mops, Brushes & Scrubs",,Scotch brite,,
,Cleaning & Household,"Disposables, Garbage Bag",,BB Home,,4.2
,Gourmet & World Food,"Sauces, Spreads & Dips",,Bechef,,3.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,HONGLI,,4.5
,"Kitchen, Garden & Pets",Crockery & Cutlery,,LaOpala,,3
,Beauty & Hygiene,Men's Grooming,,Nivea Men,,4.3
,Cleaning & Household,All Purpose Cleaners,,Colin,,1
,Gourmet & World Food,Tinned & Processed Food,,Fragata,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,NUTRASHIL,,
,Beverages,Energy & Soft Drinks,,Thums Up,,4.3
,Beauty & Hygiene,Health & Medicine,,Bixa Botanical,,
,Beauty & Hygiene,Men's Grooming,,Set Wet,,3.6
,Beauty & Hygiene,Hair Care,,Nova,,3.1
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Delishh,,3.5
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.2
,Snacks & Branded Foods,Ready To Cook & Eat,,Bambino,,3.7
,Beauty & Hygiene,Fragrances & Deos,,Wild Stone,,2.7
,Cleaning & Household,"Disposables, Garbage Bag",,Origami,,4.2
,"Foodgrains, Oil & Masala",Masalas & Spices,,Keya,,4.2
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Hawkins,,4.3
,Beverages,Fruit Juices & Drinks,,NaturoBell,,5
,Gourmet & World Food,Chocolates & Biscuits,,Daarzel,,
,Beauty & Hygiene,Men's Grooming,,Schwarzkopf,,
,Cleaning & Household,Stationery,,Navneet Youva,,5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Opera,,3.8
,Beauty & Hygiene,Men's Grooming,,Jacques Bogart,,3.5
,Beauty & Hygiene,Men's Grooming,,Oxylife,,4.2
,"Kitchen, Garden & Pets",Storage & Accessories,,BB Home,,3.1
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,4
,Beauty & Hygiene,Bath & Hand Wash,,Bombay Shaving Company,,5
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Weikfield,,3.8
,"Kitchen, Garden & Pets",Cookware & Non Stick,,HAZEL,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,All That Dips,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Earthon,,
,Snacks & Branded Foods,Snacks & Namkeen,,Delight Foods,,3.3
,Beauty & Hygiene,Hair Care,,Schwarzkopf,,
,Gourmet & World Food,Cooking & Baking Needs,,Spirit of the Tribe,,
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,BORGES,,4.4
,Gourmet & World Food,Cooking & Baking Needs,,Urban Platter,,3.9
,Beauty & Hygiene,Health & Medicine,,Skore,,4.2
,Beauty & Hygiene,Men's Grooming,,Fa,,4.1
,Beauty & Hygiene,Skin Care,,StBotanica,,4.5
,Beauty & Hygiene,Men's Grooming,,Brut,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Atish Papad ,,4
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Yummiez,,4
,Cleaning & Household,Car & Shoe Care,,Pidilite,,4
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Beauty & Hygiene,Fragrances & Deos,,Nike,,3.8
,Beauty & Hygiene,Hair Care,,Bajaj,,4
,Beauty & Hygiene,Hair Care,,Loreal Paris,,4.4
,"Kitchen, Garden & Pets",Flask & Casserole,,Asian,,3.6
,"Foodgrains, Oil & Masala",Dals & Pulses,,Earthon,,2
,Beauty & Hygiene,Bath & Hand Wash,,Man Arden,,4.3
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Alpino,,
,Beauty & Hygiene,Skin Care,,Happily Unmarried,,
,Beauty & Hygiene,Hair Care,,Mamaearth,,4.2
,Beauty & Hygiene,Skin Care,,Lotus Organics+,,2
,Gourmet & World Food,Chocolates & Biscuits,,Sapphire,,3.3
,Snacks & Branded Foods,Chocolates & Candies,,Amul,,4.2
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Prestige,,3.5
,Beauty & Hygiene,Health & Medicine,,Durex,,4
,"Bakery, Cakes & Dairy",Gourmet Breads,,Fresho Signature,,
,Cleaning & Household,All Purpose Cleaners,,Pidilite,,4.5
,Beauty & Hygiene,Fragrances & Deos,,Yardley London,,4.4
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Vinod,,3.6
,Baby Care,Diapers & Wipes,,Mee Mee,,4.8
,Beauty & Hygiene,Health & Medicine,,Jiva Ayurveda,,
,Cleaning & Household,All Purpose Cleaners,,Release on,,5
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Health Potion,,
,Beverages,Tea,,24 Mantra,,4
,Cleaning & Household,Stationery,,B Vishal,,4
,Cleaning & Household,Pooja Needs,,Frestol,,3
,Beverages,Fruit Juices & Drinks,,DaVinci Gourmet,,
,Beauty & Hygiene,Skin Care,,ST. D'VENCE,,4.8
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,3.2
,"Foodgrains, Oil & Masala",Organic Staples,,PRISTINE,,3
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.1
,Cleaning & Household,Stationery,,Natraj,,2.8
,Cleaning & Household,Pooja Needs,,DP,,
,"Eggs, Meat & Fish",Eggs,,Fresho,,
,Beverages,"Health Drink, Supplement",,Bournvita,,4.3
,Beverages,Fruit Juices & Drinks,,Storia,,
,Snacks & Branded Foods,Snacks & Namkeen,,BGR,,
,Beauty & Hygiene,Skin Care,,Soulflower,,4.2
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Drools,,
,Beauty & Hygiene,Skin Care,,StBotanica,,4.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Corelle,,5
,Beauty & Hygiene,Hair Care,,Dove,,4.2
,"Foodgrains, Oil & Masala",Dals & Pulses,,Safe Harvest,,4.4
,Snacks & Branded Foods,Biscuits & Cookies,,Unibic,,4.1
,Snacks & Branded Foods,Snacks & Namkeen,,Bingo,,4.2
,Cleaning & Household,Pooja Needs,,Gou Ganga,,4
,Cleaning & Household,All Purpose Cleaners,,PureCult,,5
,Beauty & Hygiene,Feminine Hygiene,,Sirona,,3.6
,Beauty & Hygiene,Health & Medicine,,Jiva Ayurveda,,
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.2
,Beauty & Hygiene,Men's Grooming,,Spruce Shave Club,,3
,Beauty & Hygiene,Skin Care,,Shankara,,
,Gourmet & World Food,Chocolates & Biscuits,,Grami Superfoods,,4
,"Foodgrains, Oil & Masala",Rice & Rice Products,,Sugar Watchers,,4.2
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Gourmet & World Food,Chocolates & Biscuits,,Sapphire,,2.7
,Beauty & Hygiene,Fragrances & Deos,,Axe,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,HappyChef,,
,"Kitchen, Garden & Pets",Kitchen Accessories,,Anjali,,2.6
,Beauty & Hygiene,Men's Grooming,,Axe,,3
,Gourmet & World Food,Drinks & Beverages,,Chai Point,,
,"Bakery, Cakes & Dairy",Gourmet Breads,,Fresho Signature,,
,Beauty & Hygiene,Skin Care,,Sri Sri Tattva,,5
,Beauty & Hygiene,Hair Care,,Sunsilk,,4.3
,Beverages,Tea,,VAHDAM,,4.2
,Beauty & Hygiene,Skin Care,,Sri Sri Ayurveda ,,4
,Baby Care,Feeding & Nursing,,Mee Mee,,
,Gourmet & World Food,Drinks & Beverages,,Chaayos,,
,Snacks & Branded Foods,Indian Mithai,,Paper Boat,,4.1
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Laopala Diva,,
,Beauty & Hygiene,Hair Care,,BIOTIQUE,,
,Beauty & Hygiene,Bath & Hand Wash,,Panache,,3.7
,Beauty & Hygiene,Skin Care,,INATUR ,,4.8
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Lovely Bake Studio,,4.4
,Beverages,Energy & Soft Drinks,,Kingfisher,,4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Krosno - Europe,,
,"Foodgrains, Oil & Masala",Organic Staples,,PRISTINE,,3.2
,Gourmet & World Food,Cooking & Baking Needs,,Bobs Red Mill,,
,Beauty & Hygiene,Oral Care,,Colgate,,3.8
,"Kitchen, Garden & Pets",Storage & Accessories,,Saura,,1
,Beauty & Hygiene,Skin Care,,Glamveda,,5
,Beauty & Hygiene,Fragrances & Deos,,Nike,,3.5
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Hawkins,,3.5
,Snacks & Branded Foods,Ready To Cook & Eat,,Atish ,,3.8
,"Kitchen, Garden & Pets",Crockery & Cutlery,,BP Bharat,,3.7
,Cleaning & Household,All Purpose Cleaners,,Pine Sol,,4.5
,Gourmet & World Food,"Pasta, Soup & Noodles",,Anmara,,
,"Foodgrains, Oil & Masala",Organic Staples,,MeraKisan,,4.7
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Kennel kitchen ,,2
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Servewell,,5
,Beauty & Hygiene,Skin Care,,BIOTIQUE,,4
,"Kitchen, Garden & Pets",Storage & Accessories,,Swastik,,2.6
,Beauty & Hygiene,Bath & Hand Wash,,SterloMax,,4.1
,Cleaning & Household,Stationery,,B Vishal,,4.1
,Gourmet & World Food,"Sauces, Spreads & Dips",,Wingreens Farms,,3.8
,"Foodgrains, Oil & Masala",Organic Staples,,Phalada Pure & Sure,,4.2
,"Foodgrains, Oil & Masala",Organic Staples,,Phalada Pure & Sure,,3.8
,Beverages,"Health Drink, Supplement",,Pediasure,,4.1
,"Kitchen, Garden & Pets",Kitchen Accessories,,H&B,,
,Cleaning & Household,Pooja Needs,,Gou Ganga,,4.4
,Fruits & Vegetables,Cuts & Sprouts,,Fresho,,
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,2
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Elicious ,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,FabBox,,1
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Woh Hup,,2
,Beauty & Hygiene,Feminine Hygiene,,Bella,,4.2
,Beauty & Hygiene,Health & Medicine,,Nxtgen Ayurveda,,
,Beverages,"Health Drink, Supplement",,Ojasvita,,4.5
,Gourmet & World Food,"Sauces, Spreads & Dips",,Thoa,,
,Cleaning & Household,"Disposables, Garbage Bag",,BB Home,,
,Cleaning & Household,Bins & Bathroom Ware,,KM,,4.3
,Beauty & Hygiene,Skin Care,,StBotanica,,
,Beauty & Hygiene,Skin Care,,Soulflower,,3.5
,Gourmet & World Food,Cereals & Breakfast,,Graminway,,
,Cleaning & Household,Detergents & Dishwash,,Frosch,,3.8
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Pasabahce,,5
,Beauty & Hygiene,Skin Care,,Soulflower,,1
,Gourmet & World Food,Tinned & Processed Food,,Montanini,,
,Beverages,Fruit Juices & Drinks,,Kapiva Ayurveda,,
,"Foodgrains, Oil & Masala",Dry Fruits,,Marudhar,,2
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Cesar,,4.3
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Pigeon,,2.4
,Beauty & Hygiene,Bath & Hand Wash,,Soulflower,,4.5
,Cleaning & Household,Detergents & Dishwash,,Surf Excel,,
,Gourmet & World Food,Cooking & Baking Needs,,By Nature,,
,Beauty & Hygiene,Health & Medicine,,Jiva Ayurveda,,
,"Foodgrains, Oil & Masala",Dry Fruits,,FabBox,,
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4
,Snacks & Branded Foods,Breakfast Cereals,,NUTRIWISH,,3.9
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Neelam,,2.5
,Beauty & Hygiene,Fragrances & Deos,,Armaf,,
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,
,Beauty & Hygiene,Fragrances & Deos,,Kamasutra,,4
,Beauty & Hygiene,Oral Care,,Sensodyne,,4.4
,Beauty & Hygiene,Men's Grooming,,Nike,,
,Beauty & Hygiene,Health & Medicine,,GoYNG,,
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Nutriorg,,4.4
,Beauty & Hygiene,Hair Care,,Green Leaf,,4.8
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,
,Snacks & Branded Foods,Ready To Cook & Eat,,AMAJAIN,,3.5
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Hawkins Futura,,3.7
,Gourmet & World Food,Drinks & Beverages,,Sancha,,
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Dr. Oetker,,3.8
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Iveo ,,2.8
,Snacks & Branded Foods,Snacks & Namkeen,,Garden,,4.2
,Cleaning & Household,Pooja Needs,,DP,,4.6
,Beauty & Hygiene,Bath & Hand Wash,,INATUR ,,4.7
,Snacks & Branded Foods,Breakfast Cereals,,Timios,,3.9
,Beauty & Hygiene,Hair Care,,Khadi Natural,,4.1
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Delight Nuts,,4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Treo,,4.2
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Bon & Bread,,3.5
,Beauty & Hygiene,Oral Care,,Dabur Babool,,4.4
,Beauty & Hygiene,Makeup,,Blue heaven,,4.2
,Gourmet & World Food,"Sauces, Spreads & Dips",,Jus Amazin,,
,Gourmet & World Food,Drinks & Beverages,,Sleepy Owl,,
,"Kitchen, Garden & Pets",Steel Utensils,,Joyo Steel,,3.6
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Snacks & Branded Foods,Pickles & Chutney,,Graminway,,2.6
,Snacks & Branded Foods,Ready To Cook & Eat,,ITC Master Chef,,
,Gourmet & World Food,"Pasta, Soup & Noodles",,Anmara,,
,Snacks & Branded Foods,Chocolates & Candies,,Center Fresh,,4.2
,Beauty & Hygiene,Skin Care,,Natures Essence,,4.5
,"Bakery, Cakes & Dairy",Non Dairy,,Raw Pressery,,3.3
,Gourmet & World Food,Cereals & Breakfast,,Oateo,,
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Snacky,,1
,Snacks & Branded Foods,Frozen Veggies & Snacks,,ITC Master Chef,,4.2
,Beauty & Hygiene,Men's Grooming,,Set Wet Studio X,,5
,Cleaning & Household,All Purpose Cleaners,,Shout,,
,"Kitchen, Garden & Pets",Storage & Accessories,,JOYO,,3.7
,Beauty & Hygiene,Men's Grooming,,USTRAA,,
,"Foodgrains, Oil & Masala",Rice & Rice Products,,bb Combo,,
,"Bakery, Cakes & Dairy",Cakes & Pastries,,Milk Ma,,3.3
,Beverages,Energy & Soft Drinks,,Barbican ,,
,Beauty & Hygiene,Bath & Hand Wash,,Shower To Shower,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,Organic Nation,,5
,Snacks & Branded Foods,Breakfast Cereals,,Yoga bar,,
,Snacks & Branded Foods,Snacks & Namkeen,,Nissin,,4.2
,"Foodgrains, Oil & Masala",Rice & Rice Products,,Daawat ,,4.2
,Beauty & Hygiene,Feminine Hygiene,,Vwash,,4.2
,Beauty & Hygiene,Hair Care,,Remington,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Saaj,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Hakim,,4.2
,Baby Care,Diapers & Wipes,,Huggies,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,4700BC,,
,Beauty & Hygiene,Bath & Hand Wash,,Soulflower,,
,Beauty & Hygiene,Fragrances & Deos,,Park avenue,,4
,Cleaning & Household,Fresheners & Repellents,,HIT,,3.8
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,The Nibble Box,,
,Beauty & Hygiene,Oral Care,,Colgate,,4.3
,Gourmet & World Food,Drinks & Beverages,,Mogu Mogu,,
,Cleaning & Household,Bins & Bathroom Ware,,Nakoda,,3.7
,Baby Care,Diapers & Wipes,,Pampers ,,4.5
,Gourmet & World Food,Drinks & Beverages,,TGL Co.,,
,Beauty & Hygiene,Bath & Hand Wash,,Pears,,4.2
,Cleaning & Household,Stationery,,Luxor,,5
,Gourmet & World Food,Drinks & Beverages,,Monin,,
,"Bakery, Cakes & Dairy",Cakes & Pastries,,The Baker's Dozen,,4
,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",,Future Organics,,4.2
,Snacks & Branded Foods,Breakfast Cereals,,GoodDiet,,
,Cleaning & Household,Detergents & Dishwash,,Softouch,,4
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Azad ,,4.6
,Gourmet & World Food,Chocolates & Biscuits,,Toska Chocolates,,3
,Fruits & Vegetables,Fresh Fruits,,Fresho,,
,"Foodgrains, Oil & Masala",Organic Staples,,MeraKisan,,
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Beauty & Hygiene,Men's Grooming,,Garnier Men,,4.3
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Whiskas,,4.4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,
,Gourmet & World Food,Cereals & Breakfast,,Graminway,,
,Gourmet & World Food,Drinks & Beverages,,Chai Point,,
,Cleaning & Household,Detergents & Dishwash,,Rin,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,Phalada Pure & Sure,,4.3
,Beauty & Hygiene,Skin Care,,StBotanica,,
,Cleaning & Household,Bins & Bathroom Ware,,Jai Veer,,3.1
,Cleaning & Household,Pooja Needs,,Mangalam,,4.3
,Gourmet & World Food,Chocolates & Biscuits,,Lindberg,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Philips,,4
,"Bakery, Cakes & Dairy",Dairy,,Heritage,,3.6
,Beauty & Hygiene,Hair Care,,Oriental Botanics,,3.7
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Yummiez,,3.4
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,4.3
,Beauty & Hygiene,Men's Grooming,,Gillette,,4.2
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,4
,Fruits & Vegetables,Fresh Fruits,,Fresho,,
,Gourmet & World Food,Chocolates & Biscuits,,Bellie,,
,Beverages,Coffee,,Continental,,4
,Gourmet & World Food,Cooking & Baking Needs,,Graminway,,3.7
,Baby Care,Diapers & Wipes,,Kare In,,4.2
,Beauty & Hygiene,Feminine Hygiene,,Braun,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Treo,,
,Cleaning & Household,Stationery,,Montex,,3.6
,Gourmet & World Food,Cooking & Baking Needs,,Bakerswhip,,3.7
,Beauty & Hygiene,Bath & Hand Wash,,BIOTIQUE,,3.7
,Beauty & Hygiene,Skin Care,,INATUR ,,
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Naagin ,,5
,Beauty & Hygiene,Men's Grooming,,Yardley London,,4.3
,Gourmet & World Food,Chocolates & Biscuits,,Mcvities,,4.4
,Beauty & Hygiene,Feminine Hygiene,,EverEve,,5
,Beauty & Hygiene,Skin Care,,Kaya Clinic,,3.7
,Beauty & Hygiene,Hair Care,,Aroma Magic ,,
,Beverages,Energy & Soft Drinks,,Appy Fizz,,4.9
,Gourmet & World Food,Cooking & Baking Needs,,Entree,,3
,"Kitchen, Garden & Pets",Kitchen Accessories,,Ritu,,2.3
,"Bakery, Cakes & Dairy",Dairy,,Amul,,4.1
,"Foodgrains, Oil & Masala",Masalas & Spices,,MTR,,4.2
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Amul,,4.2
,"Foodgrains, Oil & Masala",Dry Fruits,,Marudhar,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Saaj,,
,"Kitchen, Garden & Pets",Storage & Accessories,,BB Home,,
,Beauty & Hygiene,Skin Care,,The Body Shop,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Milton,,4.3
,"Bakery, Cakes & Dairy",Bakery Snacks,,The Baker's Dozen,,3.7
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,4.5
,"Kitchen, Garden & Pets",Steel Utensils,,Asian,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Claycraft,,4
,Beverages,"Health Drink, Supplement",,Horlicks,,4.3
,"Eggs, Meat & Fish",Mutton & Lamb,,Premier,,
,Cleaning & Household,Pooja Needs,,Trm,,3.4
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,Gourmet & World Food,Cooking & Baking Needs,,Bragg,,3.8
,Beauty & Hygiene,Bath & Hand Wash,,Lux,,4.3
,Cleaning & Household,Fresheners & Repellents,,Bodyguard,,4.1
,Beauty & Hygiene,Skin Care,,Lakme,,4.3
,Gourmet & World Food,Cereals & Breakfast,,Nutty Yogi,,3
,Beverages,Energy & Soft Drinks,,Barbican ,,
,Snacks & Branded Foods,Snacks & Namkeen,,A-1 Chips,,4.1
,Beverages,Energy & Soft Drinks,,Morning Fresh,,
,"Foodgrains, Oil & Masala",Dals & Pulses,,Himalayan Natives,,5
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,4
,"Bakery, Cakes & Dairy",Dairy,,Cavins,,3.8
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Popular,,4.1
,Snacks & Branded Foods,Pickles & Chutney,,Pushpanjali ,,3
,Beauty & Hygiene,Bath & Hand Wash,,Fizzy Fern,,
,"Bakery, Cakes & Dairy",Cakes & Pastries,,Britannia,,4.1
,Beauty & Hygiene,Hair Care,,Bigen,,4.8
,Beauty & Hygiene,Skin Care,,Azafran,,
,Beauty & Hygiene,Skin Care,,Natural Vibes,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,Hersheys ,,
,Beauty & Hygiene,Feminine Hygiene,,Veet,,
,Cleaning & Household,"Mops, Brushes & Scrubs",,Liao,,4.3
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,4.2
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,
,"Bakery, Cakes & Dairy",Dairy,,Real,,4.3
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,4.3
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Earthon,,4.7
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,4.2
,"Kitchen, Garden & Pets",Storage & Accessories,,Princeware,,3.4
,Gourmet & World Food,Drinks & Beverages,,Blv Fine Blend,,
,Beauty & Hygiene,Fragrances & Deos,,Nike,,
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Nourish Organics,,3.6
,Beauty & Hygiene,Skin Care,,It's Skin,,5
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Purepet,,3.5
,"Foodgrains, Oil & Masala",Edible Oils & Ghee,,Emami,,4.2
,Beauty & Hygiene,Health & Medicine,,Bixa Botanical,,
,Fruits & Vegetables,Exotic Fruits & Veggies,,Fresho,,
,Beauty & Hygiene,Bath & Hand Wash,,Soulflower,,4.5
,Beverages,Tea,,FabBox,,
,Beauty & Hygiene,Feminine Hygiene,,Carmesi,,4.6
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,Chai Point,,2.8
,Beauty & Hygiene,Men's Grooming,,Nivea,,5
,"Foodgrains, Oil & Masala",Masalas & Spices,,MTR,,4.1
,Gourmet & World Food,Drinks & Beverages,,Te-A-Me,,
,"Foodgrains, Oil & Masala",Dals & Pulses,,Manna ,,4
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Catsan,,
,Gourmet & World Food,Tinned & Processed Food,,Urban Platter,,5
,Snacks & Branded Foods,Chocolates & Candies,,LiL'Goodness,,4.5
